timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1622996012511,84,HTTP Request,200,OK,Thread Group 1-26,text,true,,14188,162,48,48,http://www.google.com/,84,0,0
1622996012510,85,HTTP Request,200,OK,Thread Group 1-9,text,true,,14184,162,48,48,http://www.google.com/,85,0,0
1622996012492,110,HTTP Request,200,OK,Thread Group 1-43,text,true,,14141,162,48,48,http://www.google.com/,109,0,31
1622996012488,114,HTTP Request,200,OK,Thread Group 1-19,text,true,,14173,162,48,48,http://www.google.com/,114,0,0
1622996012521,81,HTTP Request,200,OK,Thread Group 1-22,text,true,,14150,162,48,48,http://www.google.com/,81,0,0
1622996012522,81,HTTP Request,200,OK,Thread Group 1-30,text,true,,14199,162,48,48,http://www.google.com/,81,0,0
1622996012526,77,HTTP Request,200,OK,Thread Group 1-39,text,true,,14181,162,48,48,http://www.google.com/,77,0,0
1622996012522,82,HTTP Request,200,OK,Thread Group 1-2,text,true,,14183,162,48,48,http://www.google.com/,82,0,0
1622996012522,89,HTTP Request,200,OK,Thread Group 1-35,text,true,,14212,162,48,48,http://www.google.com/,89,0,0
1622996012522,89,HTTP Request,200,OK,Thread Group 1-33,text,true,,14162,162,49,49,http://www.google.com/,89,0,0
1622996012526,85,HTTP Request,200,OK,Thread Group 1-14,text,true,,14168,162,49,49,http://www.google.com/,85,0,0
1622996012471,140,HTTP Request,200,OK,Thread Group 1-42,text,true,,14172,162,49,49,http://www.google.com/,140,0,35
1622996012526,86,HTTP Request,200,OK,Thread Group 1-27,text,true,,14161,162,49,49,http://www.google.com/,86,0,0
1622996012531,82,HTTP Request,200,OK,Thread Group 1-16,text,true,,14199,162,49,49,http://www.google.com/,82,0,0
1622996012526,88,HTTP Request,200,OK,Thread Group 1-21,text,true,,14123,162,49,49,http://www.google.com/,88,0,0
1622996012532,82,HTTP Request,200,OK,Thread Group 1-15,text,true,,14145,162,49,49,http://www.google.com/,82,0,0
